Node,p = 0.2,p = 0.5,p = 0.8
ENSG00000108786,1.0280603864192568e-08,6.934741868984682e-07,1.0561050859088367e-05
ENSG00000197928,7.359695569585414e-08,1.3906388519585362e-06,9.996275221996534e-06
ENSG00000259494,1.6298757576101946e-08,7.084726810770211e-07,8.917645127101336e-06
ENSG00000160593,7.265196666472071e-11,4.6710536652612983e-08,3.0480178068754893e-06
ENSG00000145495,1.2313242665676727e-08,7.020584971175099e-07,9.918468562139064e-06
ENSG00000181513,9.265646819456929e-09,5.172323648623073e-07,8.132151859881074e-06
ENSG00000164093,2.0368752446686293e-05,9.614397016541173e-05,0.00017413766842814537
ENSG00000196767,2.4509255456232916e-08,1.0158853453170387e-06,1.1094513958368197e-05
ENSG00000123124,8.558253547514677e-08,1.573294502038906e-06,1.2498231329248757e-05
ENSG00000235750,1.0878320081973365e-08,6.697419538832141e-07,9.821359663775961e-06
ENSG00000163512,3.5209838357784206e-09,3.4375352932091535e-07,6.6682213928674766e-06
ENSG00000131323,7.052286798083952e-08,1.638215451280936e-06,1.362487786114329e-05
ENSG00000162729,5.9344005728268436e-08,1.6370344456836128e-06,1.7040514697677104e-05
ENSG00000091039,4.347732161489908e-08,1.7181892545615461e-06,1.497026372184988e-05
ENSG00000114107,7.123422401227114e-09,5.971813063083722e-07,9.536548435001418e-06
ENSG00000139323,3.203862003917338e-08,1.4214116231826622e-06,1.5001024093391581e-05
ENSG00000277494,8.400766118886436e-09,5.793310217898575e-07,9.328221224299924e-06
ENSG00000185985,5.280536956912294e-09,3.24400415374842e-07,5.986144694722632e-06
ENSG00000181192,3.082425612841132e-08,1.0721437444421967e-06,1.1484074614106601e-05
ENSG00000126460,1.449917725020924e-08,6.207751542060664e-07,7.659294981711531e-06
ENSG00000112242,1.439828240773181e-07,2.544134294630884e-06,1.6345759053512282e-05
ENSG00000174498,7.0098750343221045e-09,4.936576589815848e-07,8.543538565609055e-06
ENSG00000064655,8.246832172648006e-08,2.1739092545033476e-06,1.7119932280861115e-05
ENSG00000165023,1.7149187267721208e-08,6.255717699106952e-07,8.128901640367337e-06
ENSG00000104228,2.8900295682940555e-08,1.2914203621711917e-06,1.354880524317072e-05
ENSG00000021645,2.1430967211688414e-08,9.069642433628604e-07,1.0073242938855949e-05
ENSG00000175445,9.898313260910859e-08,1.5192105089639843e-06,1.1929909757617646e-05
ENSG00000164190,1.6240447240176337e-07,2.4376024659706266e-06,1.4107805927131054e-05
ENSG00000163634,4.635363182903239e-08,1.063385008749267e-06,9.838562274714573e-06
ENSG00000152952,2.7537141169830714e-07,4.572510997183057e-06,2.43308663561947e-05
ENSG00000174720,3.723457768551256e-08,1.3522413391098825e-06,1.247223817435706e-05
ENSG00000172315,3.886283626702586e-08,1.4578200744461928e-06,1.3378274826974324e-05
ENSG00000127252,2.934735238589834e-09,2.886545611779876e-07,6.211731648787566e-06
ENSG00000281024,3.057272732687111e-08,1.2651955911048743e-06,1.2926676678935126e-05
ENSG00000167996,7.958290947017954e-08,1.8796897491809315e-06,1.4974865239396092e-05
ENSG00000169715,4.300254378943252e-08,1.1348088689907873e-06,1.1265304141073e-05
ENSG00000059691,1.162805070898096e-08,5.736453498825825e-07,7.82500615931423e-06
ENSG00000186020,7.126927970470606e-09,3.447765386382604e-07,4.992951498954037e-06
ENSG00000284551,1.596990665065217e-08,8.989066239438179e-07,1.2019265602378142e-05
ENSG00000149948,3.644649255801245e-08,9.492084079536896e-07,1.0226392066160736e-05
ENSG00000152291,2.808074148402507e-08,1.1904010573696649e-06,1.2597600935746068e-05
ENSG00000177732,1.800083442945979e-08,1.156340774318235e-06,1.6627882269393375e-05
ENSG00000187801,2.1194333767727645e-09,1.4286291469613885e-07,3.1974561992912022e-06
ENSG00000143322,1.5812793479601196e-09,2.4689171812813506e-07,6.829285152614776e-06
ENSG00000184925,4.7768259965094756e-08,1.8934583924001451e-06,1.8631181021543006e-05
ENSG00000127328,3.892759856221365e-08,1.2430626487250975e-06,1.282882799426256e-05
ENSG00000124209,1.0067765087812138e-07,2.0415072460536025e-06,1.5725704742496432e-05
ENSG00000100121,1.0147684883929094e-07,1.8466131807831836e-06,1.3867887703144272e-05
ENSG00000035862,6.773957572307108e-06,3.412087021400434e-05,7.375726604033274e-05
ENSG00000166579,1.1610787950380042e-07,2.2411373567442358e-06,1.599179246367904e-05
ENSG00000205542,1.8110940090093093e-07,2.875704142425689e-06,1.680832912811898e-05
ENSG00000134775,7.546423145748454e-09,7.081332635865133e-07,1.1192091622021683e-05
ENSG00000151694,5.0429027305821755e-09,4.289104468020814e-07,8.315022988421421e-06
ENSG00000134709,1.30156494998146e-09,2.1498099216959755e-07,6.09552620305656e-06
ENSG00000109686,2.094536931151153e-08,1.1008258796767686e-06,1.3556030434088325e-05
ENSG00000130813,3.093881162122506e-08,1.2624976050864224e-06,1.2851395059621126e-05
ENSG00000019186,7.932580826010785e-08,1.7634090479977737e-06,1.43284516873048e-05
ENSG00000107897,2.1022732367884074e-08,1.0462063987625475e-06,1.3250223177477472e-05
ENSG00000130589,1.3398730171477242e-08,7.04735380454437e-07,9.83722086425993e-06
ENSG00000197165,2.15306239395601e-08,8.160337248810073e-07,9.024658294572116e-06
ENSG00000106993,7.636685679120076e-08,1.3894324451028002e-06,1.1373245185792358e-05
ENSG00000101190,8.230382720238859e-09,4.399366844445379e-07,7.049338913207066e-06
ENSG00000128271,1.9285936039489997e-07,3.0207416689491166e-06,1.7604367201291708e-05
ENSG00000126456,1.3842775899508663e-07,2.5341671114931596e-06,1.6888921273282466e-05
ENSG00000170854,9.64823143576059e-09,5.552847323861436e-07,8.473300566910902e-06
ENSG00000120675,1.8920025463285085e-08,8.45252822983687e-07,9.851253252213093e-06
ENSG00000111339,1.2486191238019492e-10,4.589277379474884e-08,2.626698860847423e-06
ENSG00000129083,3.685644553021863e-08,1.0133259098802406e-06,1.0174234155539469e-05
ENSG00000278570,2.9085660069141927e-08,1.2010114489366086e-06,1.2852068378476717e-05
ENSG00000167851,1.2999396367670343e-07,2.3032397871954595e-06,1.5018104995970046e-05
ENSG00000122376,6.410558234616996e-08,1.0435120011340487e-06,8.19155404950156e-06
ENSG00000113580,3.468898661538687e-08,9.214230879243912e-07,9.747745354839067e-06
ENSG00000107625,8.736938611634826e-09,4.5942972866379473e-07,7.022036633556171e-06
ENSG00000158941,4.198807432455485e-06,5.3956761747695944e-05,0.00018780393254825856
ENSG00000166396,3.693883277698555e-08,1.0351158330873206e-06,1.0799900125496376e-05
ENSG00000143183,3.511248890463021e-08,1.0256030432741358e-06,1.0295451477632837e-05
ENSG00000114573,2.7613462273836182e-08,1.1780113470838185e-06,1.2234184175638175e-05
ENSG00000087258,9.590239302346792e-08,1.5117125041183838e-06,1.0632261942094542e-05
ENSG00000110324,7.121299547135259e-07,4.939127613003218e-06,1.941721435873566e-05
ENSG00000073712,4.703268041261179e-07,7.064222209989851e-06,3.3632379441866896e-05
ENSG00000160113,1.354850795066077e-08,6.634560721054445e-07,8.50305182182392e-06
ENSG00000100591,2.5722652554416594e-08,1.1162927780438963e-06,1.1905103829339876e-05
ENSG00000183207,2.7034242768133076e-08,1.081134502295044e-06,1.1471911923162013e-05
ENSG00000106571,2.222403042741318e-06,2.7003638924562975e-05,8.881403185380783e-05
ENSG00000160753,2.649043119865752e-08,1.1970298874214423e-06,1.2938107765888043e-05
ENSG00000139163,1.962628458825306e-08,8.836344416964169e-07,1.0680740112189721e-05
ENSG00000126733,2.9778549139230676e-09,2.959179695045097e-07,7.135668917414933e-06
ENSG00000108830,1.7728302462108455e-08,8.129486925863307e-07,1.0907183153070774e-05
ENSG00000073849,6.830236457648893e-08,1.6383355205447014e-06,1.4141852194608421e-05
ENSG00000135549,6.62284806292858e-08,2.205093162290131e-06,1.7190244822693107e-05
ENSG00000198399,4.607610669606551e-08,1.5870576158041207e-06,1.3440394955191963e-05
ENSG00000075461,6.3871436948502596e-09,5.330101813325176e-07,9.103081921442836e-06
ENSG00000105700,1.9534478946010787e-08,9.593239649426454e-07,1.1375745287816107e-05
ENSG00000213578,1.415026023173932e-08,4.069799958776228e-07,5.749277387733611e-06
ENSG00000176798,0.010227155838249753,0.017812504574411143,0.016664397506080068
ENSG00000169231,4.222266498744029e-06,4.6034980599890594e-05,0.00012566911953742541
ENSG00000137266,4.077279897095077e-08,1.2212777578395595e-06,1.2161930907971152e-05
ENSG00000109163,8.609991400913468e-09,5.976007331611492e-07,9.702134128624057e-06
ENSG00000278789,4.3459457729075856e-08,1.156205180326347e-06,1.1422115411418063e-05
ENSG00000169891,7.60947569890163e-07,9.457669657515625e-06,3.521310693926088e-05
ENSG00000163206,3.119209019375898e-09,2.1917813063009307e-07,5.104443848171166e-06
ENSG00000140497,1.0406343425436453e-06,1.575224320693331e-05,6.867806492818812e-05
ENSG00000100330,2.7860459507651953e-09,3.1860920806206417e-07,6.72470600742803e-06
ENSG00000149554,1.3946268572045656e-07,2.4662601038321762e-06,1.6102633413660748e-05
ENSG00000087086,2.2495881710967808e-07,3.4775140022621795e-06,1.899312380244162e-05
ENSG00000157214,5.1479508761881477e-08,2.097321689684916e-06,2.1894473068555555e-05
ENSG00000155189,2.2375660167608237e-07,3.6473329964266887e-06,2.1262899402369442e-05
ENSG00000167434,1.2322923678269262e-08,6.331932899933274e-07,8.643288890576117e-06
ENSG00000174871,7.445631002902857e-08,2.4352799129118214e-06,1.7732905744971455e-05
ENSG00000163093,2.722429631743448e-09,3.7760703991582866e-07,8.427214347770247e-06
ENSG00000157992,1.4347465081356188e-08,7.264318452883181e-07,9.848439204238824e-06
ENSG00000089351,3.427554997872574e-07,5.277920946364101e-06,2.682144810605199e-05
ENSG00000243896,1.1325252700924566e-08,6.424129630018006e-07,9.175242113595229e-06
ENSG00000107954,1.3151621804481284e-08,5.251660812803595e-07,7.251853992054997e-06
ENSG00000124356,5.591239235615795e-09,6.038018787571526e-07,1.0863647757127951e-05
ENSG00000083290,8.828841152960138e-09,5.044640799924218e-07,8.058512742518679e-06
ENSG00000184292,8.492740400859701e-06,4.63860241815459e-05,0.0001019357279551436
ENSG00000175582,3.648544136176049e-08,1.4458594642356227e-06,1.4035894400711412e-05
ENSG00000177614,6.484097442708475e-09,5.081011557665261e-07,8.636238424759623e-06
ENSG00000198692,9.068254534729605e-08,1.9640007851258144e-06,1.4462367511209268e-05
ENSG00000170525,2.8935959599199642e-08,1.2588196541730502e-06,1.3494962290086097e-05
ENSG00000170537,2.4833641907794913e-08,1.7538260148589577e-06,2.3963063425534025e-05
ENSG00000135002,3.224153877011074e-07,4.858265371422876e-06,2.5836077797736757e-05
ENSG00000145723,1.5133091903720172e-09,2.1620168788078215e-07,5.8268857379144495e-06
ENSG00000124702,7.51826976726891e-07,9.812859354701418e-06,3.966343088984039e-05
ENSG00000214827,3.7869117439526166e-07,5.624369034022318e-06,2.647983541273569e-05
ENSG00000116830,1.2343421207005044e-06,1.4722161728949549e-05,4.821638043028586e-05
ENSG00000087589,8.385204850482495e-09,5.578796363489718e-07,9.714031110714372e-06
ENSG00000140465,2.9332311013585592e-08,1.136636337947315e-06,1.147876219566769e-05
ENSG00000135334,3.4404363127637935e-05,0.0001539930512695236,0.00024805583786644925
ENSG00000157978,2.105242883853553e-09,1.2965171842347112e-07,4.4576496311283505e-06
ENSG00000205426,1.4691164373232093e-09,2.104779924535074e-07,5.938011802212655e-06
ENSG00000122035,3.251325251515381e-08,1.286790240757013e-06,1.2891717253332844e-05
ENSG00000182827,1.0736936634896007e-08,5.38957196668688e-07,7.857630164518001e-06
ENSG00000106976,5.87895193207612e-08,1.2485035057107234e-06,1.0681479098020659e-05
ENSG00000156711,7.710429465334974e-08,1.7096434703079893e-06,1.3632992718857426e-05
ENSG00000161955,2.073900519740725e-06,1.0541852110157633e-05,2.6942774964661742e-05
ENSG00000141668,1.8316323229353853e-07,3.0200155155160226e-06,1.783159630024566e-05
ENSG00000153944,2.192814540591042e-07,3.255833854952406e-06,1.8229910993707877e-05
ENSG00000145626,1.2071154486373775e-08,6.230264731701831e-07,8.980226610099521e-06
ENSG00000197956,8.23302565843397e-08,1.7268448850606503e-06,1.366551175871395e-05
ENSG00000100324,9.024156397382441e-07,1.1532595040015242e-05,4.3589138265976975e-05
ENSG00000012223,1.443649519496836e-07,2.66019920659528e-06,1.718097408876096e-05
ENSG00000137699,7.926771235756643e-06,4.0895303723997335e-05,8.674897621355576e-05
ENSG00000214367,4.398442738694962e-09,3.9396302028196415e-07,7.64886102576633e-06
ENSG00000198546,6.992262783580525e-09,5.057811420795948e-07,8.355399759835166e-06
ENSG00000115902,5.153690202000822e-07,6.945275650628823e-06,3.049742238279228e-05
ENSG00000196850,1.0173746619404416e-08,5.378307157810509e-07,7.980029094300831e-06
ENSG00000161791,7.382488912249201e-07,1.0919335959571433e-05,4.8074161933521165e-05
ENSG00000171204,1.9980837917863423e-07,2.810730235437912e-06,1.5261467193686836e-05
ENSG00000182287,1.2203292099484689e-07,2.2011466690725774e-06,1.47408471658541e-05
ENSG00000182700,3.9499418346719653e-07,5.4494027759193444e-06,2.449076046509416e-05
ENSG00000174989,4.3593815628274907e-08,1.9474025630021128e-06,2.1454788046769372e-05
ENSG00000182492,6.9080198840329075e-06,3.556828047398486e-05,7.66762703876572e-05
ENSG00000170348,3.910953013392072e-08,1.4800490897876577e-06,1.368898802711315e-05
ENSG00000086544,2.5077598792163323e-07,3.819261660540449e-06,2.0190714435550716e-05
ENSG00000187514,3.85306237287429e-08,1.2397903024010546e-06,1.0967481402029222e-05
ENSG00000173013,2.0283000716383332e-07,3.143510374108401e-06,1.7711707035698303e-05
ENSG00000082074,6.134815864847481e-07,4.343408406408334e-06,1.8114923958255266e-05
ENSG00000123096,1.7000313946603273e-07,2.644458971754759e-06,1.590785667335985e-05
ENSG00000014824,1.345862479920927e-07,2.663073618223917e-06,1.803965707141708e-05
ENSG00000236843,3.980473212786144e-08,1.1640465311146772e-06,1.1668493615927139e-05
ENSG00000142178,2.555602783557327e-08,1.1426960157323762e-06,1.2315182910416378e-05
ENSG00000139988,4.1563724443611454e-07,1.3634575247324715e-05,8.55884787002529e-05
ENSG00000124785,1.3236201630381243e-05,6.977281561718721e-05,0.00014934297448689017
ENSG00000162607,4.385371770926265e-07,5.8741811852803495e-06,2.5039494700692244e-05
ENSG00000170832,6.323327118005128e-08,2.768169856308246e-06,2.898124416961822e-05
ENSG00000132716,3.748767149362289e-09,4.1066475454135224e-07,8.187053913255072e-06
ENSG00000172661,1.9941151816714764e-08,8.084471229825887e-07,9.30285150033383e-06
ENSG00000170836,1.1959044896779901e-08,6.362236379195529e-07,9.27496522189528e-06
ENSG00000149970,5.186549109104044e-08,1.2176496989974256e-06,1.1172568662963614e-05
ENSG00000186918,4.810468082935523e-07,1.517531967713788e-05,8.962739956883691e-05
ENSG00000088826,1.636579315309326e-08,8.756733850976914e-07,1.0942302735444883e-05
ENSG00000135503,2.2357358598797618e-08,9.425895934446908e-07,1.0630951524317384e-05
ENSG00000146066,6.04491273710128e-08,1.594681285596986e-06,1.3222491153920721e-05
ENSG00000094914,3.726403851998937e-07,5.438505969477733e-06,2.64410104100006e-05
ENSG00000105141,1.4084211277009037e-09,2.048803917975736e-07,5.5469427209619585e-06
ENSG00000103319,1.878370010846657e-08,8.414271158392167e-07,9.750894361653069e-06
ENSG00000006695,2.958468060206846e-09,3.0773886577641384e-07,6.7354296919545826e-06
ENSG00000106013,3.3014568708470675e-08,7.658622258603049e-07,7.843492888314543e-06
ENSG00000158769,1.0031576974647119e-08,6.230357480400922e-07,9.713288393371277e-06
ENSG00000100811,1.1641113400638008e-07,2.173318455597611e-06,1.4565593782680838e-05
ENSG00000124615,8.619371586175255e-08,1.8368884201707424e-06,1.4230087053083352e-05
ENSG00000113360,5.177407439450747e-08,1.1655627860079054e-06,1.0803068544794816e-05
ENSG00000109099,2.2761985204601113e-06,1.3160289526100964e-05,3.775419547500881e-05
ENSG00000084754,3.5261134466414904e-08,7.931637466180617e-07,7.6789608087722e-06
ENSG00000277086,3.828718601988757e-07,5.152137746151394e-06,2.320245983894501e-05
ENSG00000107443,3.142882160520289e-08,1.1615256761443429e-06,1.1493257045684181e-05
ENSG00000168067,7.314213678278581e-08,2.4988030045770954e-06,2.0102096502831772e-05
ENSG00000106829,1.4118871346305763e-08,6.656007050175627e-07,8.808604146769182e-06
ENSG00000088387,4.764425978233457e-09,3.974714442403872e-07,7.907703646773442e-06
ENSG00000068781,7.827409411011313e-08,1.5918730874407988e-06,1.1607240361481025e-05
ENSG00000143761,2.276423478434764e-07,3.5208522482645276e-06,1.9031941928448198e-05
ENSG00000204899,7.583673406073244e-08,1.8480525809901301e-06,1.4637921901023302e-05
ENSG00000187678,4.938312212683929e-08,1.3142791084133132e-06,1.2460690927286434e-05
ENSG00000157103,7.586633155082322e-09,4.875945259705375e-07,8.224190047376668e-06
ENSG00000099860,5.3900398551825025e-08,1.2818384672288281e-06,1.1715509760448158e-05
ENSG00000163781,4.839150766478554e-08,1.2720461423778628e-06,1.1813382883581918e-05
ENSG00000183258,1.67617755044558e-09,2.7909779887717457e-07,7.944393888641668e-06
ENSG00000122966,6.176857404213586e-08,1.4773333858820793e-06,1.3096638659534115e-05
ENSG00000120837,6.576653314547828e-07,9.000155835026717e-06,3.73880857551461e-05
ENSG00000105520,1.5598734650084225e-08,7.724683370276084e-07,1.027304639346212e-05
ENSG00000131781,1.8247141657066512e-08,8.222203205022747e-07,1.0404195810052853e-05
ENSG00000229802,6.468011812195675e-07,9.442864069808089e-06,4.1537669767933605e-05
ENSG00000129250,3.2848555420901456e-07,5.246211977534067e-06,2.9029173798499097e-05
ENSG00000197879,8.061276537681455e-08,2.0679101696115494e-06,1.676944465885556e-05
ENSG00000162367,2.970295943949475e-09,2.9225268025346187e-07,5.562399373921083e-06
ENSG00000175287,1.987950952905199e-08,8.373856819884087e-07,9.60292366257604e-06
ENSG00000148400,2.6047303314944775e-08,1.1255035282523884e-06,1.1934998799325722e-05
ENSG00000121274,6.484428661752744e-09,4.863334858677334e-07,8.41618454903842e-06
ENSG00000044090,4.680603276617659e-09,3.9140375627222833e-07,7.587809560470669e-06
ENSG00000067533,3.696769174419633e-08,1.357384818983546e-06,1.222811051044287e-05
ENSG00000160953,1.1481488527519154e-06,1.4486267201068705e-05,5.494530644048858e-05
ENSG00000099864,1.654688653721727e-08,7.655633356879859e-07,9.447330657944765e-06
ENSG00000260873,3.1785354279683745e-07,4.501214366861555e-06,2.163252559770445e-05
ENSG00000144233,5.864162991842231e-09,5.941593960283193e-07,9.999383925055517e-06
ENSG00000111335,5.089295093020555e-07,6.976095169073114e-06,3.0303428069842534e-05
ENSG00000133316,9.209847680083877e-09,5.663702314550706e-07,9.865886850872138e-06
ENSG00000196363,5.614122762988172e-08,1.663421499116527e-06,1.4286831704936702e-05
ENSG00000077942,2.5832219626852767e-06,1.557161090036122e-05,4.436886246876599e-05
ENSG00000240505,1.1602905352185656e-08,5.214776408111147e-07,6.925152415293536e-06
ENSG00000144120,7.978053946654478e-08,1.6092195407706693e-06,1.3010644813997245e-05
ENSG00000141034,1.7218771293391156e-08,7.37988590736822e-07,8.939164021630066e-06
ENSG00000148468,2.280935447302867e-08,9.771771895063706e-07,1.1202953160791748e-05
ENSG00000143409,2.8977356653215305e-09,3.1811954612759565e-07,6.872481035138322e-06
ENSG00000153113,1.0862564062910283e-07,2.2808886212239303e-06,1.6296741766418052e-05
ENSG00000259956,2.5836521618634687e-08,1.093145217803026e-06,1.1601874861873168e-05
ENSG00000130988,2.760469359325082e-08,9.559228114885003e-07,1.0685186018216154e-05
ENSG00000125970,5.8731801790312885e-05,0.0002759410639760478,0.0004566257988093574
ENSG00000106366,1.0772312401043307e-07,2.447281289068467e-06,1.8243731069336824e-05
ENSG00000282830,2.2465755966429066e-07,3.5913337773036667e-06,2.042623742813579e-05
ENSG00000138207,6.844973992338701e-08,1.4803027422691028e-06,1.257092823547007e-05
ENSG00000163162,1.6470091384189597e-07,2.5865928618353797e-06,1.536156817736416e-05
ENSG00000099290,1.9941151816714764e-08,8.084471229825887e-07,9.30285150033383e-06
ENSG00000147677,2.6276872235187274e-08,6.299131329895215e-07,6.870982314094347e-06
ENSG00000083444,8.531294527801639e-07,1.0431496278053748e-05,3.7551131094753956e-05
ENSG00000148688,1.1597318934900641e-07,2.6577444594529585e-06,1.905523830751236e-05
ENSG00000142484,1.0291264318232951e-07,1.9950953239732458e-06,1.5278745454882012e-05
ENSG00000169740,1.3526522843152311e-08,6.044790363436502e-07,8.44565259052252e-06
ENSG00000204991,2.949978331256834e-07,4.185047359470651e-06,2.024511667929906e-05
ENSG00000085511,1.0870223265057867e-07,1.8769824781401161e-06,1.2991660904227423e-05
ENSG00000164087,6.207922407566561e-08,1.4386122861545977e-06,1.2447241458838537e-05
ENSG00000144746,1.5254616448381433e-08,7.808050737729857e-07,1.0013751190974027e-05
ENSG00000164611,1.553672231516938e-07,2.42775006925944e-06,1.4920001231135073e-05
ENSG00000100292,1.526466492579601e-07,2.567354947474103e-06,1.579172398420606e-05
ENSG00000025796,2.1960165130134173e-09,3.475763859477183e-07,8.298896229321418e-06
ENSG00000165449,2.9347662076245258e-08,8.212702972615189e-07,9.427214699076029e-06
ENSG00000124767,3.278678799890025e-08,9.493664715154047e-07,9.664598218304326e-06
ENSG00000104064,2.5249239311767768e-08,1.0675866739922464e-06,1.1604048513994538e-05
ENSG00000047936,1.0115865086015543e-08,5.181959457081074e-07,8.38525311755286e-06
ENSG00000104093,1.408666993304793e-08,7.31367629047417e-07,9.862766824025556e-06
ENSG00000106688,4.2563116829442593e-08,1.6176582816752006e-06,1.484368350587387e-05
ENSG00000100836,8.97678594592056e-07,1.1013229367320965e-05,3.7836146742596164e-05
ENSG00000149633,8.597110945271363e-09,4.956749255046192e-07,8.183688297594082e-06
ENSG00000101608,3.134879722618731e-08,1.0426614775737548e-06,1.0675568880327286e-05
ENSG00000107372,1.0122997117350553e-08,5.724494690193295e-07,8.652171795847221e-06
ENSG00000106477,1.264109505566108e-08,7.388799972162593e-07,1.1294261322804862e-05
ENSG00000161960,1.0091255423964546e-07,1.9210004202516803e-06,1.3998926463965582e-05
ENSG00000091317,1.0756906064673869e-08,6.241954268095289e-07,9.126481745111146e-06
ENSG00000241058,2.165237130443494e-09,2.2741753157130122e-07,5.208456051000099e-06
ENSG00000043039,3.190967840414824e-06,2.5244456931652496e-05,7.61061781549945e-05
ENSG00000140968,3.70834450758897e-08,1.4717522568842694e-06,1.4410572409510768e-05
ENSG00000143437,6.409773709936281e-07,8.369136669123088e-06,3.2270000938952096e-05
ENSG00000163624,4.2368666966361466e-08,1.0853402785720642e-06,9.911867709082197e-06
ENSG00000189180,6.231081265180205e-09,4.2642706898456086e-07,7.437888159930687e-06
ENSG00000162241,1.8484124695218076e-08,8.519924246478792e-07,1.035229385313259e-05
ENSG00000125503,2.671670249138462e-07,3.637256746906491e-06,1.8244872168060053e-05
ENSG00000115884,2.232695152605802e-06,1.2758984415226082e-05,3.497368562939378e-05
ENSG00000112208,3.0642860916717415e-08,1.3845353795980626e-06,1.509345174176861e-05
ENSG00000180448,7.900022845331917e-08,1.6485962516778142e-06,1.319242689750578e-05
ENSG00000114670,1.6654692154549007e-08,8.186554041610269e-07,1.0592382110359907e-05
ENSG00000143198,1.3094429197354265e-08,6.504243793205008e-07,8.60983414246698e-06
ENSG00000146411,5.495365395790704e-08,1.2554998482153858e-06,1.099517500827097e-05
ENSG00000179979,6.373251328588286e-08,1.606194854205083e-06,1.3467451956144594e-05
ENSG00000145901,3.42477296049761e-08,8.543585452045985e-07,9.228549479623711e-06
ENSG00000103363,3.4224932320045616e-06,2.0161935933012548e-05,5.222705229011837e-05
ENSG00000136826,1.1903465689911291e-05,6.069269195595697e-05,0.00012114184020223424
ENSG00000141522,7.46512414745044e-08,2.4697741716562727e-06,1.8141127551233455e-05
ENSG00000182704,2.3393062206697742e-07,3.832872659039885e-06,2.1560925689602113e-05
ENSG00000129194,1.6374341006718392e-08,7.305928826223286e-07,9.254936777238464e-06
ENSG00000061936,9.720896094632719e-08,3.181674693093069e-06,2.2764511201865084e-05
ENSG00000180573,5.391070165716163e-08,2.435063061378525e-06,2.598995653963825e-05
ENSG00000090263,3.2959053686057536e-08,8.82851848340049e-07,8.934146256114608e-06
ENSG00000142867,1.654688653721727e-08,7.655633356879859e-07,9.447330657944765e-06
ENSG00000198952,1.840944099978383e-06,2.119231837951213e-05,6.713129380771026e-05
ENSG00000133805,1.0692763768825719e-07,2.016156028916935e-06,1.4262816705006568e-05
ENSG00000120800,6.036041089567906e-09,3.648632086073872e-07,6.654006398860629e-06
ENSG00000071967,1.2350247453634456e-07,2.509987617583115e-06,1.7921398201149988e-05
ENSG00000196924,1.7892557046603453e-08,8.164135584303933e-07,9.990806298697491e-06
ENSG00000051341,2.7316645252476205e-07,4.304489221361654e-06,2.2661730871558684e-05
ENSG00000143882,9.535054242085449e-09,5.655143022920176e-07,8.742618860666406e-06
ENSG00000011304,4.968704906269637e-06,2.924716052322329e-05,7.21007072700276e-05
ENSG00000176248,2.0633153525229397e-08,1.0259300444101017e-06,1.288265338973295e-05
ENSG00000173218,6.39091195364051e-08,1.5555713717572724e-06,1.3314064331155835e-05
ENSG00000100403,1.6364053568452252e-08,7.241385585201309e-07,9.097557637157033e-06
ENSG00000169621,1.2671084497266195e-08,5.492361994867906e-07,6.85002498206841e-06
ENSG00000235754,9.627790162675579e-08,1.8856815777213603e-06,1.4221155697312773e-05
ENSG00000152684,1.0553806433948498e-06,1.5500990807630908e-05,6.113107632479283e-05
ENSG00000122952,7.125979424216934e-08,1.5385476713516883e-06,1.2751358246518068e-05
ENSG00000138496,4.993476118074553e-08,1.3086655417100081e-06,1.2289983728339004e-05
ENSG00000172399,1.8217104284902704e-07,2.6292458182243643e-06,1.5256073151879539e-05
ENSG00000277361,3.1409818209491037e-10,6.165053695726216e-08,2.525608268462524e-06
ENSG00000197601,9.204133619905017e-08,1.5096715104010209e-06,1.1045730260118696e-05
ENSG00000069275,6.228519925391207e-08,1.414938212027835e-06,1.1670121168773593e-05
ENSG00000074266,4.370083694230338e-08,1.7035106821296817e-06,1.4946862937110022e-05
ENSG00000186352,4.8361312016196976e-08,1.3650245913791686e-06,1.2948307953158193e-05
ENSG00000157152,0.006409434688387326,0.011719168303220598,0.011220493168170264
ENSG00000085733,6.158681302081891e-08,1.5142336723902078e-06,1.3457622868253357e-05
ENSG00000160293,1.6248041323921943e-09,1.821565924292268e-07,5.037495502079242e-06
ENSG00000134193,1.1940582728162918e-06,1.4499202117725481e-05,5.0728216574149395e-05
ENSG00000189079,1.5508618430323125e-08,5.184675116934977e-07,6.822559236998629e-06
ENSG00000168610,1.4028663821639174e-08,7.263718225302657e-07,9.845168298323003e-06
ENSG00000167535,3.9896004148255496e-05,0.00018663964163383225,0.0003302930651674699
ENSG00000116514,9.437705717751728e-08,1.8753959811753153e-06,1.4062648819771085e-05
ENSG00000039139,1.5360003733130906e-08,5.520881178414494e-07,6.7941849389630285e-06
ENSG00000160908,2.2136565043512253e-09,2.4194590490985186e-07,5.304221961185462e-06
ENSG00000198929,1.6234083879449212e-09,2.228377406522581e-07,6.156449946149742e-06
ENSG00000170852,1.6684599766801048e-08,8.563367096636971e-07,1.0932310151125809e-05
ENSG00000168303,1.306819231890718e-08,6.618451415612632e-07,8.985203931867464e-06
ENSG00000152443,4.916326944578242e-09,2.982425638690012e-07,5.891623074482354e-06
ENSG00000173230,3.3449606162700273e-07,4.983194566888219e-06,2.602433867157657e-05
ENSG00000184905,1.2289625905342493e-08,6.459633683025954e-07,9.330424873501504e-06
ENSG00000160194,1.1523909787779891e-08,6.281777606116293e-07,9.091189444496867e-06
