Node,p = 0.2,p = 0.5,p = 0.8
ENSG00000140750,1.22244053566495e-07,2.5833222608348833e-06,1.7712051323518578e-05
ENSG00000145592,5.894374480938465e-08,2.231732842735437e-06,1.9551742536396437e-05
ENSG00000143851,6.733264164097202e-08,1.5195823703017193e-06,1.2867473433293678e-05
ENSG00000120669,1.0835625575820343e-07,2.3121749157288873e-06,1.5128871167699466e-05
ENSG00000164219,1.5317542899672162e-08,9.817367280512344e-07,1.2161734263643301e-05
ENSG00000120738,7.973550480132974e-08,1.795478816903201e-06,1.4647429077529646e-05
ENSG00000125901,6.356667938972022e-07,8.449151919535964e-06,3.453328050805301e-05
ENSG00000280830,4.378028110766914e-07,5.6295888835293506e-06,2.402203976972885e-05
ENSG00000282958,8.664350053954971e-08,1.92817874479441e-06,1.4323695739484496e-05
ENSG00000125820,9.414460383859679e-08,1.7166625824975256e-06,1.2793612608168779e-05
ENSG00000125458,2.460916817740272e-09,2.9993817722190006e-07,7.047926509806999e-06
ENSG00000113356,9.223436497486285e-07,1.1597960376602024e-05,4.275643758138818e-05
ENSG00000072422,8.319694296975345e-08,1.7804422830408281e-06,1.4246374100608341e-05
ENSG00000107249,5.537229902212974e-08,1.5270780751801105e-06,1.4448550319255579e-05
ENSG00000174175,4.6941135954375464e-08,1.0281618212501096e-06,1.0386855656606118e-05
ENSG00000198858,3.860229474614244e-09,5.148199206134663e-07,1.0279096375559893e-05
ENSG00000126752,1.1426736995612664e-07,2.2002754608010584e-06,1.5793290124086287e-05
ENSG00000106804,7.461197163676203e-08,1.395796911847261e-06,1.1636581637457798e-05
ENSG00000138166,1.2198354152641324e-08,7.096942109886752e-07,9.844950917489944e-06
ENSG00000187513,2.543513933951567e-07,4.520807063948411e-06,2.5722745067147944e-05
ENSG00000100290,3.492638356112749e-08,1.4130047780099565e-06,1.4532932381192597e-05
ENSG00000276023,2.7705498938858255e-09,2.2880094683907004e-07,5.054122261501794e-06
ENSG00000198542,4.455492570102045e-06,2.6113556373727016e-05,6.62018108256215e-05
ENSG00000277796,8.895801509713034e-07,5.344715274153498e-06,1.8136748264960752e-05
ENSG00000152583,3.411413003745903e-06,1.8935663428185503e-05,4.76358320239735e-05
ENSG00000106809,4.4297222109026985e-08,1.4186848017129238e-06,1.3912916752501564e-05
ENSG00000079974,1.6034739596688545e-08,7.900090609674653e-07,9.981553864708667e-06
ENSG00000129535,3.235380771465868e-08,6.899696950213242e-07,7.0126518599653674e-06
ENSG00000088727,1.0139078911331391e-08,5.495171639497869e-07,8.150889993771964e-06
ENSG00000109103,7.99587101829968e-09,3.7257975367455165e-07,5.826243331599928e-06
ENSG00000030110,1.0444918945083389e-07,2.4555893936129293e-06,1.790469924352853e-05
ENSG00000113719,1.4354287809466783e-07,2.566497949170488e-06,1.6678186954700204e-05
ENSG00000197548,7.055287427761831e-10,1.4228089111001272e-07,4.710686306285992e-06
ENSG00000164645,7.53242990776258e-09,3.762459109593764e-07,6.240232212978463e-06
ENSG00000171262,4.742707741481238e-10,9.48921978901758e-08,3.5280462473656875e-06
ENSG00000143110,2.886203307182638e-07,4.250377960229602e-06,2.1403902559150557e-05
ENSG00000165092,2.810935198486263e-07,5.047278864826401e-06,2.9055369742454978e-05
ENSG00000214046,8.116840245983792e-09,5.3669070965188e-07,8.68666060476393e-06
ENSG00000108883,3.609457840346455e-08,1.4673570782426225e-06,1.4007333587994855e-05
ENSG00000164164,3.133824841352002e-08,1.3317911930856846e-06,1.3372843639340522e-05
ENSG00000170915,2.6155927687691564e-08,1.1479270911988566e-06,1.2524283553524264e-05
ENSG00000136802,1.939682521261122e-07,3.29095482817341e-06,1.933006376956907e-05
ENSG00000182118,1.2611115755184632e-06,1.6924485911138036e-05,6.1563179609494e-05
ENSG00000170180,1.0817704139184666e-07,2.438595688877511e-06,1.7424690953276648e-05
ENSG00000155506,4.940316615925846e-09,4.2800148537619863e-07,8.522661138849466e-06
ENSG00000160868,2.6784735740554625e-08,1.1591265063110297e-06,1.3433318392834014e-05
ENSG00000136931,2.2850059074678807e-08,1.1563200189610872e-06,1.4069599278612308e-05
ENSG00000111875,7.430956740696754e-08,1.5657538443231712e-06,1.2599544450725322e-05
ENSG00000083828,4.448852763491565e-08,1.78510855602628e-06,1.748152048264039e-05
ENSG00000158089,1.8782607697602764e-08,8.843319163878549e-07,1.092509098566658e-05
ENSG00000105329,5.3404532400357247e-08,1.366417059872678e-06,1.2667888986526937e-05
ENSG00000115020,1.9035066858836956e-08,8.435876709529995e-07,9.555001000635028e-06
ENSG00000112357,6.387888461966528e-08,1.4745380321007805e-06,1.2978510130334727e-05
ENSG00000156482,2.6061232001119392e-08,6.249166836909164e-07,6.763315840358898e-06
ENSG00000111252,1.6305334235101797e-06,8.852894596486868e-06,2.4962479538728726e-05
ENSG00000101457,1.583494539754559e-08,7.613458650425724e-07,9.381902210415227e-06
ENSG00000010379,3.394368772044337e-08,1.254761599879587e-06,1.1801472488528511e-05
ENSG00000124159,7.058042379761465e-08,2.3702584347763093e-06,1.8414732659614554e-05
ENSG00000116661,1.0479035891831531e-07,2.0338130132904455e-06,1.4942579213710803e-05
ENSG00000142583,8.480569693957913e-07,5.632482296836121e-06,2.0158033305308702e-05
ENSG00000112559,1.0358875040010164e-08,4.408285450092703e-07,7.373951987447213e-06
ENSG00000091656,1.1618102681484961e-07,2.0733123149093484e-06,1.4635245205001453e-05
ENSG00000146013,7.056452855709165e-09,4.531943343940228e-07,7.91840781851043e-06
ENSG00000125743,2.0174412581367357e-07,3.3310820451262695e-06,1.8752439543261613e-05
ENSG00000114988,2.146156856865221e-07,3.7459487237743645e-06,2.0950391606939118e-05
ENSG00000167302,8.715454772649668e-09,4.619928124676588e-07,7.26332193412333e-06
ENSG00000262911,1.1821104097484225e-08,6.210117263238637e-07,8.771455745446237e-06
ENSG00000172270,1.635336139656812e-07,3.777577862067793e-06,2.4801493578460657e-05
ENSG00000171105,6.57431639929267e-08,1.7224778909985636e-06,1.5988475341496463e-05
ENSG00000143499,1.3564939248102764e-08,6.76223878926977e-07,8.752050257439737e-06
ENSG00000138109,1.875704989983653e-08,8.933363256727503e-07,1.1145962526098815e-05
ENSG00000111732,4.228209055644293e-08,1.7678102730622185e-06,1.721187545456199e-05
ENSG00000035664,3.5312719706406294e-08,7.897901730715152e-07,7.5156872192526574e-06
ENSG00000103264,5.318432439362415e-09,5.289796631279328e-07,9.16674106508458e-06
ENSG00000113327,4.047664560995803e-08,1.977816478913201e-06,2.029232231887444e-05
ENSG00000087263,5.4601275337205254e-09,5.508486811919397e-07,9.219010931631713e-06
ENSG00000119335,9.935587498272277e-08,1.8828956845811722e-06,1.329109904462467e-05
ENSG00000047410,3.111447748527382e-08,9.656003575188907e-07,1.052022131235003e-05
ENSG00000271601,2.5164532783264112e-08,9.213448777950591e-07,9.768296765451233e-06
ENSG00000129354,4.8796689512497464e-08,1.3684891389143124e-06,1.3196609519660512e-05
ENSG00000205364,1.261639987298321e-07,2.0549055509747617e-06,1.339029415485557e-05
ENSG00000173905,1.4245547260606447e-07,2.738210736384964e-06,1.8309923029043657e-05
ENSG00000111206,1.2035718114291102e-07,2.189580275781722e-06,1.5003483342455425e-05
ENSG00000197296,5.835559694188967e-09,4.2506585685620254e-07,7.595640437561952e-06
ENSG00000141568,2.3422075206451665e-08,1.1189862525032116e-06,1.3153582113638321e-05
ENSG00000014123,3.9429095217751963e-08,1.5902521499235732e-06,1.568465074920018e-05
ENSG00000156973,3.46619857893445e-09,3.905228290642303e-07,8.040626234790974e-06
ENSG00000122140,3.725099834590315e-07,5.176891062427716e-06,2.3909312644249032e-05
ENSG00000136247,4.200641420300712e-09,4.764953899685061e-07,9.332253552964242e-06
ENSG00000112624,9.706288263264767e-09,5.743349923454839e-07,8.613062062902208e-06
ENSG00000282854,1.0512326707478057e-08,6.781180462562007e-07,1.0493293668771764e-05
ENSG00000265107,1.185078581914054e-08,6.739197697484518e-07,1.0011281471874155e-05
ENSG00000007516,3.3512763819994495e-08,1.3859671270449383e-06,1.4115945337950653e-05
ENSG00000012660,3.878094340684884e-08,1.5367107679606487e-06,1.470551333509322e-05
ENSG00000134744,2.5081642024806532e-08,1.1332472851390745e-06,1.2407625920119261e-05
ENSG00000275482,7.400322443464963e-08,1.6731635308542153e-06,1.3587764612329103e-05
ENSG00000128739,1.5310054366364322e-07,2.693193534929385e-06,1.6721210280160947e-05
ENSG00000037757,3.3061369723877264e-07,5.103458006589246e-06,2.5344471183205175e-05
ENSG00000239900,2.285569971617243e-06,1.2980727146731456e-05,3.4690319666255585e-05
ENSG00000133818,6.883408813590431e-09,5.21905049944592e-07,8.7920223602461e-06
ENSG00000131203,4.8970487250421784e-08,1.302440989372556e-06,1.2568765629768905e-05
ENSG00000080822,2.219405001324228e-08,8.550091402196902e-07,1.0253553619686088e-05
ENSG00000189067,6.224837297040235e-08,1.548278478954433e-06,1.3755482387989193e-05
ENSG00000205683,8.414364556511292e-09,4.22380692436022e-07,6.638792571609055e-06
ENSG00000115207,1.5689323249155455e-07,2.6967628100240402e-06,1.6131027078744874e-05
ENSG00000164776,1.857736198018922e-09,2.5469698676070493e-07,6.557808500897918e-06
ENSG00000178694,1.275144015471339e-08,6.704880285061353e-07,9.399477058113854e-06
ENSG00000079215,1.3793853142921024e-08,6.998088372050813e-07,9.450414978541155e-06
ENSG00000139178,1.0637693052366969e-07,2.1975373912749155e-06,1.6972436774296695e-05
ENSG00000139173,2.349979289809989e-08,9.355204085263292e-07,9.917931686318564e-06
ENSG00000122565,1.5020823039031189e-06,9.398042119460448e-06,2.888090584127267e-05
ENSG00000059758,1.005443618934654e-08,4.4103298747372055e-07,6.762394794001824e-06
ENSG00000161547,5.849164468238195e-08,1.2528535365929247e-06,1.0851305504132835e-05
ENSG00000141582,1.0988074811955002e-07,2.201901203843551e-06,1.6291229444247138e-05
ENSG00000158516,1.0115865086015543e-08,5.181959457081074e-07,8.38525311755286e-06
ENSG00000134240,1.0526339593861781e-07,2.086109434336003e-06,1.5648468731970342e-05
ENSG00000022277,1.6503747365531568e-08,7.68937851934554e-07,9.763255095393859e-06
ENSG00000156284,4.750542355598451e-05,0.0002574230876509374,0.000593846371831715
ENSG00000003147,6.259389775909076e-09,4.817127023224655e-07,8.698588546398351e-06
ENSG00000205639,8.35249488358608e-08,1.8362211054214627e-06,1.4338750406659987e-05
ENSG00000133101,8.595342767068139e-07,1.1612234067110038e-05,4.663071597742435e-05
ENSG00000161558,2.8587057240162155e-08,1.2777178342518284e-06,1.3668922562319308e-05
ENSG00000152484,1.4541762872557705e-09,1.7275429258688926e-07,4.791380200884948e-06
ENSG00000186787,3.5023310847509823e-09,3.6365405855814924e-07,7.131336342884843e-06
ENSG00000175928,3.200227339601302e-09,3.8423018706971995e-07,7.985192813663062e-06
ENSG00000095059,2.40749464775926e-07,3.731681748818605e-06,2.075729686878053e-05
ENSG00000281022,7.194593561173821e-08,3.0411171632027514e-06,2.923281463482243e-05
ENSG00000150394,1.1953164263404386e-08,7.214507776727895e-07,1.0182588766838543e-05
ENSG00000101187,6.231521028066546e-08,1.6863722821343054e-06,1.3789505912896087e-05
ENSG00000196305,6.11221154868918e-08,1.2801071356466952e-06,1.083976369048166e-05
ENSG00000100985,1.6659182073232008e-06,9.136583674188966e-06,2.64494052357508e-05
ENSG00000090581,1.3740915568971021e-08,7.041435844006645e-07,9.76544854069934e-06
ENSG00000162576,5.1647413719256156e-08,1.1140889973762974e-06,1.0939414576308563e-05
ENSG00000138750,9.932863368900292e-09,5.15496462927206e-07,7.740883886847644e-06
ENSG00000131002,1.5142627215597184e-08,8.368249271096976e-07,1.1230595444146671e-05
ENSG00000111186,5.159905751142789e-07,7.3696641564123525e-06,3.414291222374703e-05
ENSG00000110887,6.962125922972194e-08,1.5761015466818117e-06,1.337358867105321e-05
ENSG00000118518,1.5526317471170017e-07,2.42377466980007e-06,1.4244284435773574e-05
ENSG00000000419,9.554403998042806e-08,1.647037422438807e-06,1.173800844958771e-05
ENSG00000007168,8.826955806897767e-08,1.7814354308467153e-06,1.3551285421030397e-05
ENSG00000115963,7.748000999192104e-08,2.010562506991093e-06,1.636298193966609e-05
ENSG00000075856,1.555843222078032e-09,2.179337342949909e-07,5.7188482684534036e-06
ENSG00000237056,6.303097928121088e-08,2.4206493903981787e-06,2.3024358106675707e-05
ENSG00000186300,2.1074050886231e-08,1.0536053237146816e-06,1.4017238577975794e-05
ENSG00000178307,1.4565318041467632e-06,1.8802587349336902e-05,6.891112487281302e-05
ENSG00000083642,5.129498733589025e-08,1.3776294688660468e-06,1.2243203876808237e-05
ENSG00000146373,8.054299455794578e-07,1.3730904131762043e-05,7.694570330399682e-05
ENSG00000118432,3.1404323628451915e-08,1.3609048163403282e-06,1.4627733801258962e-05
ENSG00000133466,7.698718222555307e-07,1.0572472706931635e-05,4.373909725503008e-05
ENSG00000110031,3.957545034275163e-08,1.5401673647324964e-06,1.453679309154765e-05
ENSG00000102003,1.4572647829601663e-07,2.4713392267060703e-06,1.563077009655803e-05
ENSG00000155659,1.14152885269973e-06,6.988934406246223e-06,2.2663635582748463e-05
ENSG00000133135,4.504813602804716e-08,1.1213152868036182e-06,1.0964370421087945e-05
ENSG00000125166,2.510864024051772e-07,3.650210049302444e-06,1.862726107296133e-05
ENSG00000167580,1.5166268132957737e-08,7.304944305661094e-07,9.465555513686717e-06
ENSG00000139292,1.4407048056951897e-07,2.3860941528487053e-06,1.5393228986273177e-05
ENSG00000175073,2.1041894021493587e-08,9.041492820420927e-07,1.0358791802257292e-05
ENSG00000111711,6.220444043511594e-08,2.0245536751975584e-06,1.528478743931463e-05
ENSG00000006071,3.2507581652331074e-09,3.5859193564194003e-07,7.254968295691833e-06
ENSG00000184220,5.5542538736262255e-08,1.3057084639212057e-06,1.1468084291130663e-05
ENSG00000105771,3.4834315767923307e-09,2.3350981138608482e-07,5.229715418634237e-06
ENSG00000225921,2.6735961909669822e-08,1.0477824044233895e-06,1.0740234263051632e-05
ENSG00000102879,1.087355460170249e-07,2.073131275379435e-06,1.4678901562307164e-05
ENSG00000112214,1.3481622209144438e-09,1.2956423984533004e-07,3.835961564435201e-06
ENSG00000120265,1.9806909470330976e-08,8.728177936659006e-07,9.994342303809525e-06
ENSG00000156453,3.5173750262772235e-06,2.0385788520257964e-05,5.2451842628821905e-05
ENSG00000081721,1.1676640289876261e-08,5.418105737480224e-07,7.927028591614616e-06
ENSG00000277273,2.0182532735026895e-08,1.3103180908894138e-06,1.5864737882768544e-05
ENSG00000161526,6.197129334954227e-07,9.41042833137183e-06,4.302987579156359e-05
ENSG00000151729,1.5162143287733887e-07,2.4186546214517848e-06,1.4544116229288533e-05
ENSG00000142303,9.593565667980622e-07,6.21867966392562e-06,2.1534405963816407e-05
ENSG00000151704,2.1556475977692624e-08,9.741130623095752e-07,1.1469400811460026e-05
ENSG00000133138,1.1001101604082361e-08,6.731277289228424e-07,9.748265978689435e-06
ENSG00000205765,1.1881132218479718e-09,1.8139929004181345e-07,5.358664298384298e-06
ENSG00000146966,1.5176566870306804e-08,7.027069503598261e-07,9.484802027470695e-06
ENSG00000170498,5.8308169475936047e-08,2.5195694257751346e-06,2.458743613679316e-05
ENSG00000130309,2.516725821991853e-08,1.1407783791047466e-06,1.264165159549696e-05
ENSG00000196689,9.68277274336258e-09,5.753512152057619e-07,8.40560092164639e-06
ENSG00000099910,3.2594804741710516e-07,4.985842957966859e-06,2.5180788904669967e-05
ENSG00000104447,4.7670809946641845e-07,7.575621977090126e-06,4.111934346404131e-05
ENSG00000187098,1.1088155295862192e-06,1.3628891918975331e-05,4.979050045635662e-05
ENSG00000123496,2.373627594513706e-08,1.0148646232875104e-06,1.1268025345051022e-05
ENSG00000237165,2.5916740747854268e-11,2.453109190929563e-08,2.1534619500861607e-06
ENSG00000169035,2.104049476994342e-08,1.0296096903383243e-06,1.2363840179916557e-05
ENSG00000175906,1.5114261792679332e-08,8.117509512290344e-07,1.099352114928009e-05
ENSG00000196588,2.833052490937669e-07,4.599479994892196e-06,2.4758785774327163e-05
ENSG00000135596,1.0856652830345747e-07,2.378897496199406e-06,1.6541480864156944e-05
ENSG00000111962,1.0610287103253958e-06,1.332499004612179e-05,4.8835868792364835e-05
ENSG00000280908,2.2074951451930914e-08,1.0153678630138145e-06,1.1924665731791705e-05
ENSG00000119402,4.469356191182826e-09,4.671015061267783e-07,9.133553529127204e-06
ENSG00000132024,1.7041723793862094e-08,8.915249546884768e-07,1.14642279030038e-05
ENSG00000113407,7.82327274019515e-08,1.5578802266328151e-06,1.1933334008484246e-05
ENSG00000184381,6.054862048949924e-07,8.975765036942203e-06,4.684346164259761e-05
ENSG00000065361,1.2416202393744982e-07,2.481144856278546e-06,1.7701336982421546e-05
ENSG00000213402,6.804259174618287e-08,2.5503939389110974e-06,2.2159210728247774e-05
ENSG00000127580,1.4455831665322233e-09,2.634125984540227e-07,7.447680589369258e-06
ENSG00000082175,8.587792801025151e-08,3.163706297125497e-06,2.6578671432653338e-05
ENSG00000054965,9.209712016453532e-08,3.185031452842731e-06,2.4160414088057472e-05
ENSG00000156925,2.8278505826821873e-09,3.2942485759985437e-07,6.955932283913176e-06
ENSG00000152784,1.8957623858519666e-08,1.7766410823130865e-06,2.410133965602269e-05
ENSG00000265681,6.412514525685302e-08,1.33290468364921e-06,1.1017554510835091e-05
ENSG00000085982,1.159009560788178e-08,6.390893882435527e-07,9.371219484848677e-06
ENSG00000163125,1.738885887983553e-08,9.781706934882945e-07,1.3004626484756278e-05
ENSG00000128652,8.933904992522825e-09,4.377711253360115e-07,6.514931763689773e-06
ENSG00000115548,1.266444939888638e-08,6.292473486472172e-07,8.472126756754762e-06
ENSG00000079134,1.582426329763702e-08,6.81739248111019e-07,8.549419579530613e-06
ENSG00000178394,6.021392876066799e-08,1.4364229335622514e-06,1.3103597928385201e-05
ENSG00000196531,2.470878896025621e-08,6.083439040772452e-07,6.7573758837001606e-06
ENSG00000142541,1.804794861184817e-08,5.309096378982888e-07,6.331524208421133e-06
ENSG00000157240,7.94042094004543e-07,1.1600455628230294e-05,5.016943611192725e-05
ENSG00000127588,1.2234590056739657e-08,6.802243784011208e-07,1.0111430194931041e-05
ENSG00000143252,2.390398002253091e-07,3.47913421165511e-06,1.838459885440886e-05
ENSG00000060656,1.6299371487343425e-07,2.4769021245921057e-06,1.5119607325753612e-05
ENSG00000182220,3.1877327603933315e-07,4.8901985808786465e-06,2.600052237553628e-05
ENSG00000260027,2.8396036713637455e-07,4.151375062493045e-06,2.1424656938717218e-05
ENSG00000154928,3.7467916706303068e-06,4.126359463254568e-05,0.00011242817597654246
ENSG00000129521,1.6383816442438487e-07,2.8238357846800287e-06,1.8113492721061198e-05
ENSG00000108406,2.9336544993031814e-08,9.964761460789013e-07,1.1180611248661857e-05
ENSG00000114650,1.0123471849480689e-08,4.997541540561036e-07,7.458825857183597e-06
ENSG00000176697,4.899192257965766e-08,2.374932816659579e-06,2.47668478840228e-05
ENSG00000147684,2.906604451759936e-08,8.702839111993961e-07,9.252979240056415e-06
ENSG00000140632,2.4318634596767577e-08,1.0887202394446757e-06,1.1949912550139636e-05
ENSG00000184988,7.01674131769407e-09,5.90913492264009e-07,1.0706535153451901e-05
ENSG00000087191,7.215617272291875e-08,1.615010644569633e-06,1.3185777483009317e-05
